gameId,gameName,status,gameSize,gameLength,lastTick,weatherLocation,weatherDate,DOI,logUrl,CrocodileAgent,AgentUDE,SPOT,maxon17,COLDPower17,VidyutVanika,ewiBroker,fimtac
220,finals_2017_06_220,game_complete,3,1339,1338,cheyenne,2013-10-21,http://dx.doi.org/10.5281/zenodo.819321,https://zenodo.org/record/819321/files/finals_2017_06_220.tar.gz,,-691538.633168,-96902.813651,,,-1274461.848353,,
221,finals_2017_06_221,game_complete,3,1448,1447,cheyenne,2013-09-28,http://dx.doi.org/10.5281/zenodo.819323,https://zenodo.org/record/819323/files/finals_2017_06_221.tar.gz,,,3859.466780,,,-1788050.075508,,1240.069234
222,finals_2017_06_222,game_complete,3,1324,1322,cheyenne,2014-12-20,http://dx.doi.org/10.5281/zenodo.819327,https://zenodo.org/record/819327/files/finals_2017_06_222.tar.gz,,,-294656.429547,,,917245.890856,748386.051794,
223,finals_2017_06_223,game_complete,3,1387,1385,cheyenne,2013-06-22,http://dx.doi.org/10.5281/zenodo.819329,https://zenodo.org/record/819329/files/finals_2017_06_223.tar.gz,,,-156640.631467,-7229299.053315,-1068779.445443,,,
224,finals_2017_06_224,game_complete,3,1624,1623,cheyenne,2014-09-16,http://dx.doi.org/10.5281/zenodo.819331,https://zenodo.org/record/819331/files/finals_2017_06_224.tar.gz,-7692633.004713,,-155210.067017,,-495087.389459,,,
225,finals_2017_06_225,game_complete,3,1388,1386,cheyenne,2014-01-28,http://dx.doi.org/10.5281/zenodo.819333,https://zenodo.org/record/819333/files/finals_2017_06_225.tar.gz,,2322306.639540,93184.460015,,-2340727.646116,,,
226,finals_2017_06_226,game_complete,3,1506,1505,cheyenne,2014-02-18,http://dx.doi.org/10.5281/zenodo.819335,https://zenodo.org/record/819335/files/finals_2017_06_226.tar.gz,,,5029422.018247,,-4222113.272623,,,0.000000
227,finals_2017_06_227,game_complete,3,1497,1496,cheyenne,2014-10-03,http://dx.doi.org/10.5281/zenodo.819337,https://zenodo.org/record/819337/files/finals_2017_06_227.tar.gz,,,-160019.484754,,-9208391.367144,,-1066568.312113,
228,finals_2017_06_228,game_complete,3,1414,1412,cheyenne,2013-06-04,http://dx.doi.org/10.5281/zenodo.819339,https://zenodo.org/record/819339/files/finals_2017_06_228.tar.gz,,,-138284.605786,,-1383689.105437,-2179917.129030,,
229,finals_2017_06_229,game_complete,3,1323,1322,cheyenne,2013-06-26,http://dx.doi.org/10.5281/zenodo.819345,https://zenodo.org/record/819345/files/finals_2017_06_229.tar.gz,-4196743.690323,-44806.625968,,-1509454.472264,,,,
230,finals_2017_06_230,game_complete,3,1400,1399,cheyenne,2014-06-14,http://dx.doi.org/10.5281/zenodo.819347,https://zenodo.org/record/819347/files/finals_2017_06_230.tar.gz,-5132958.362221,,,-1562702.268308,,,,-7535.276060
231,finals_2017_06_231,game_complete,3,1327,1326,cheyenne,2014-04-26,http://dx.doi.org/10.5281/zenodo.819349,https://zenodo.org/record/819349/files/finals_2017_06_231.tar.gz,,2588488.133196,,-1117273.616083,,,,-15340.287114
232,finals_2017_06_232,game_complete,3,1378,1377,cheyenne,2013-04-21,http://dx.doi.org/10.5281/zenodo.819353,https://zenodo.org/record/819353/files/finals_2017_06_232.tar.gz,-894358.153768,62582.583825,,,,,,-4282.645085
233,finals_2017_06_233,game_complete,3,1407,1406,cheyenne,2014-02-07,http://dx.doi.org/10.5281/zenodo.819355,https://zenodo.org/record/819355/files/finals_2017_06_233.tar.gz,-4060166.828133,,,0.000000,,,-906452.395790,
234,finals_2017_06_234,game_complete,3,1407,1405,cheyenne,2013-12-08,http://dx.doi.org/10.5281/zenodo.819357,https://zenodo.org/record/819357/files/finals_2017_06_234.tar.gz,,185051.036664,,-7136194.656490,,,-201366.145477,
235,finals_2017_06_235,game_complete,3,1561,1560,cheyenne,2014-02-03,http://dx.doi.org/10.5281/zenodo.819359,https://zenodo.org/record/819359/files/finals_2017_06_235.tar.gz,-3994629.940418,-73358.716582,,,,,-2021880.869801,
236,finals_2017_06_236,game_complete,3,1323,1322,cheyenne,2014-02-10,http://dx.doi.org/10.5281/zenodo.819361,https://zenodo.org/record/819361/files/finals_2017_06_236.tar.gz,,,,0.000000,,,-805761.872943,95081.202643
237,finals_2017_06_237,game_complete,3,1534,1532,cheyenne,2014-09-26,http://dx.doi.org/10.5281/zenodo.819367,https://zenodo.org/record/819367/files/finals_2017_06_237.tar.gz,-5544565.680692,,,,,,-1183561.059877,-7831.368874
238,finals_2017_06_238,game_complete,3,1323,1322,cheyenne,2013-06-17,http://dx.doi.org/10.5281/zenodo.819371,https://zenodo.org/record/819371/files/finals_2017_06_238.tar.gz,,2864164.717530,,,,,-761522.829047,-216103.804195
239,finals_2017_06_239,game_complete,3,1352,1350,cheyenne,2013-05-09,http://dx.doi.org/10.5281/zenodo.819373,https://zenodo.org/record/819373/files/finals_2017_06_239.tar.gz,-2417182.089291,,,0.000000,,-160512.741495,,
240,finals_2017_06_240,game_complete,3,1355,1354,cheyenne,2014-07-18,http://dx.doi.org/10.5281/zenodo.819375,https://zenodo.org/record/819375/files/finals_2017_06_240.tar.gz,,-99812.282217,,-2794986.855970,,-535538.260322,,
241,finals_2017_06_241,game_complete,3,1474,1472,cheyenne,2013-04-15,http://dx.doi.org/10.5281/zenodo.819377,https://zenodo.org/record/819377/files/finals_2017_06_241.tar.gz,-1618716.789293,-142401.726122,,,,-1251424.647597,,
242,finals_2017_06_242,game_complete,3,1388,1386,cheyenne,2013-12-31,http://dx.doi.org/10.5281/zenodo.819379,https://zenodo.org/record/819379/files/finals_2017_06_242.tar.gz,,,,-235160.763557,,-435367.668958,,13677.524005
243,finals_2017_06_243,game_complete,3,1522,1521,cheyenne,2014-01-29,http://dx.doi.org/10.5281/zenodo.819381,https://zenodo.org/record/819381/files/finals_2017_06_243.tar.gz,-1266146.787271,,,,,-175440.293098,,-2537.889621
244,finals_2017_06_244,game_complete,3,1451,1450,cheyenne,2014-09-01,http://dx.doi.org/10.5281/zenodo.819383,https://zenodo.org/record/819383/files/finals_2017_06_244.tar.gz,,222498.058940,,,,-457375.376226,,0.000000
245,finals_2017_06_245,game_complete,3,1357,1355,cheyenne,2013-12-05,http://dx.doi.org/10.5281/zenodo.819387,https://zenodo.org/record/819387/files/finals_2017_06_245.tar.gz,,,,0.000000,,71445.134814,-1823779.343607,
246,finals_2017_06_246,game_complete,3,1325,1323,cheyenne,2013-10-20,http://dx.doi.org/10.5281/zenodo.819389,https://zenodo.org/record/819389/files/finals_2017_06_246.tar.gz,-5263807.128285,,,,,-718210.891487,-549211.114327,
247,finals_2017_06_247,game_complete,3,1443,1441,cheyenne,2013-12-22,http://dx.doi.org/10.5281/zenodo.819391,https://zenodo.org/record/819391/files/finals_2017_06_247.tar.gz,,1375213.047470,,,,153322.557664,311022.446174,
248,finals_2017_06_248,game_complete,3,1453,1451,cheyenne,2014-11-04,http://dx.doi.org/10.5281/zenodo.819393,https://zenodo.org/record/819393/files/finals_2017_06_248.tar.gz,,,,,,788934.468421,-1061882.693874,-141187.595172
249,finals_2017_06_249,game_complete,3,1324,1322,cheyenne,2013-10-06,http://dx.doi.org/10.5281/zenodo.819395,https://zenodo.org/record/819395/files/finals_2017_06_249.tar.gz,-5108368.775368,,,-73171.021858,-377142.105625,,,
250,finals_2017_06_250,game_complete,3,1592,1590,cheyenne,2014-06-12,http://dx.doi.org/10.5281/zenodo.819397,https://zenodo.org/record/819397/files/finals_2017_06_250.tar.gz,,350947.660420,,-6096183.559121,-304122.586506,,,
251,finals_2017_06_251,game_complete,3,1337,1335,cheyenne,2014-09-16,http://dx.doi.org/10.5281/zenodo.819399,https://zenodo.org/record/819399/files/finals_2017_06_251.tar.gz,-6702106.226556,81131.323488,,,-13449.644882,,,
252,finals_2017_06_252,game_complete,3,1344,1343,cheyenne,2013-05-18,http://dx.doi.org/10.5281/zenodo.819401,https://zenodo.org/record/819401/files/finals_2017_06_252.tar.gz,,,,-3147598.749759,-1250187.103280,,,-4295.535504
253,finals_2017_06_253,game_complete,3,1567,1566,cheyenne,2014-03-19,http://dx.doi.org/10.5281/zenodo.819403,https://zenodo.org/record/819403/files/finals_2017_06_253.tar.gz,-3200520.639129,,,,-677671.693962,,,-4005.292706
254,finals_2017_06_254,game_complete,3,1362,1361,cheyenne,2013-10-18,http://dx.doi.org/10.5281/zenodo.819405,https://zenodo.org/record/819405/files/finals_2017_06_254.tar.gz,,6382652.536767,,,-1606530.244229,,,0.000000
255,finals_2017_06_255,game_complete,3,1415,1414,cheyenne,2013-10-01,http://dx.doi.org/10.5281/zenodo.819409,https://zenodo.org/record/819409/files/finals_2017_06_255.tar.gz,,,,0.000000,-1115522.363543,,-4004340.759509,
256,finals_2017_06_256,game_complete,3,1641,1640,cheyenne,2014-05-03,http://dx.doi.org/10.5281/zenodo.819411,https://zenodo.org/record/819411/files/finals_2017_06_256.tar.gz,-1343162.633933,,,,-1538754.118613,,-735799.433098,
257,finals_2017_06_257,game_complete,3,1466,1465,cheyenne,2013-07-26,http://dx.doi.org/10.5281/zenodo.819413,https://zenodo.org/record/819413/files/finals_2017_06_257.tar.gz,,531436.266709,,,-1213330.308974,,-682311.387367,
258,finals_2017_06_258,game_complete,3,1417,1416,cheyenne,2013-04-14,http://dx.doi.org/10.5281/zenodo.819415,https://zenodo.org/record/819415/files/finals_2017_06_258.tar.gz,,,,,-1205119.544601,,-485682.270883,-7694.497652
259,finals_2017_06_259,game_complete,3,1382,1380,cheyenne,2013-07-13,http://dx.doi.org/10.5281/zenodo.819417,https://zenodo.org/record/819417/files/finals_2017_06_259.tar.gz,,,,-3523103.888587,-541393.948758,-1340091.371556,,
260,finals_2017_06_260,game_complete,3,1362,1361,cheyenne,2013-08-24,http://dx.doi.org/10.5281/zenodo.819419,https://zenodo.org/record/819419/files/finals_2017_06_260.tar.gz,-6735330.140698,,,,-281722.868485,-1309582.184546,,
261,finals_2017_06_261,game_complete,3,1524,1523,cheyenne,2014-07-17,http://dx.doi.org/10.5281/zenodo.819657,https://zenodo.org/record/819657/files/finals_2017_06_261.tar.gz,,-392738.752448,,,-871414.914117,-589977.434183,,
262,finals_2017_06_262,game_complete,3,1348,1346,cheyenne,2014-10-16,http://dx.doi.org/10.5281/zenodo.819659,https://zenodo.org/record/819659/files/finals_2017_06_262.tar.gz,,,,,-1628112.580988,-2422571.442958,,5165.153262
263,finals_2017_06_263,game_complete,3,1377,1376,cheyenne,2013-09-03,http://dx.doi.org/10.5281/zenodo.819661,https://zenodo.org/record/819661/files/finals_2017_06_263.tar.gz,,,,,-1072906.439463,-3786608.307185,-970510.300708,
264,finals_2017_06_264,game_complete,3,1361,1360,cheyenne,2014-04-22,http://dx.doi.org/10.5281/zenodo.819663,https://zenodo.org/record/819663/files/finals_2017_06_264.tar.gz,-1773613.947276,,-88948.900322,-1362529.721071,,,,
265,finals_2017_06_265,game_complete,3,1434,1432,cheyenne,2014-08-30,http://dx.doi.org/10.5281/zenodo.819667,https://zenodo.org/record/819667/files/finals_2017_06_265.tar.gz,,7087368.342470,221050.649127,0.000000,,,,
266,finals_2017_06_266,game_complete,3,1353,1351,cheyenne,2014-06-23,http://dx.doi.org/10.5281/zenodo.819669,https://zenodo.org/record/819669/files/finals_2017_06_266.tar.gz,-4847180.314412,364606.642842,-109045.860136,,,,,
267,finals_2017_06_267,game_complete,3,1331,1329,cheyenne,2013-11-14,http://dx.doi.org/10.5281/zenodo.819671,https://zenodo.org/record/819671/files/finals_2017_06_267.tar.gz,,,-49948.372777,-7275890.907334,,,,13347.828760
268,finals_2017_06_268,game_complete,3,1689,1688,cheyenne,2013-06-10,http://dx.doi.org/10.5281/zenodo.819673,https://zenodo.org/record/819673/files/finals_2017_06_268.tar.gz,-5873980.391507,,-187957.012822,,,,,0.000000
269,finals_2017_06_269,game_complete,3,1467,1466,cheyenne,2014-03-02,http://dx.doi.org/10.5281/zenodo.819675,https://zenodo.org/record/819675/files/finals_2017_06_269.tar.gz,,7405900.514412,776858.784151,,,,,539094.931564
270,finals_2017_06_270,game_complete,3,1333,1331,cheyenne,2013-06-27,http://dx.doi.org/10.5281/zenodo.819677,https://zenodo.org/record/819677/files/finals_2017_06_270.tar.gz,,,17759.161469,0.000000,,,-3255148.504876,
271,finals_2017_06_271,game_complete,3,1373,1372,cheyenne,2013-04-25,http://dx.doi.org/10.5281/zenodo.819679,https://zenodo.org/record/819679/files/finals_2017_06_271.tar.gz,-874320.871253,,-193562.415960,,,,-1170443.241289,
272,finals_2017_06_272,game_complete,3,1346,1345,cheyenne,2014-08-21,http://dx.doi.org/10.5281/zenodo.819683,https://zenodo.org/record/819683/files/finals_2017_06_272.tar.gz,,1619358.959467,-803747.729995,,,,216243.097717,
273,finals_2017_06_273,game_complete,3,1325,1323,cheyenne,2013-08-18,http://dx.doi.org/10.5281/zenodo.819685,https://zenodo.org/record/819685/files/finals_2017_06_273.tar.gz,,,58533.746029,,,,-4618703.604079,-81749.433026
274,finals_2017_06_274,game_complete,3,1407,1406,cheyenne,2013-06-20,http://dx.doi.org/10.5281/zenodo.819687,https://zenodo.org/record/819687/files/finals_2017_06_274.tar.gz,,,-151771.051161,-2841236.672212,,-880169.332482,,
275,finals_2017_06_275,game_complete,3,1390,1389,cheyenne,2014-02-10,http://dx.doi.org/10.5281/zenodo.819689,https://zenodo.org/record/819689/files/finals_2017_06_275.tar.gz,-4437591.910076,,-60481.968760,,,-1209261.556731,,
276,finals_2017_06_276,game_complete,3,1353,1352,cheyenne,2014-06-14,http://dx.doi.org/10.5281/zenodo.819691,https://zenodo.org/record/819691/files/finals_2017_06_276.tar.gz,,1018450.585731,-179725.699144,,,443203.103323,,
277,finals_2017_06_277,game_complete,3,1822,1821,cheyenne,2014-03-05,http://dx.doi.org/10.5281/zenodo.819693,https://zenodo.org/record/819693/files/finals_2017_06_277.tar.gz,,,-5533470.314666,,,-2260822.921416,,0.000000
278,finals_2017_06_278,game_complete,3,1349,1347,cheyenne,2014-03-09,http://dx.doi.org/10.5281/zenodo.819695,https://zenodo.org/record/819695/files/finals_2017_06_278.tar.gz,,,-162062.734205,,,-566047.673682,119786.418421,
279,finals_2017_06_279,game_complete,3,1376,1375,cheyenne,2013-09-22,http://dx.doi.org/10.5281/zenodo.819697,https://zenodo.org/record/819697/files/finals_2017_06_279.tar.gz,,,-225483.197953,-7243874.819636,-1824113.206688,,,
280,finals_2017_06_280,game_complete,3,1354,1353,cheyenne,2013-11-17,http://dx.doi.org/10.5281/zenodo.819699,https://zenodo.org/record/819699/files/finals_2017_06_280.tar.gz,-6106187.492858,,-123729.106405,,-736439.103333,,,
281,finals_2017_06_281,game_complete,3,1399,1397,cheyenne,2014-04-16,http://dx.doi.org/10.5281/zenodo.819701,https://zenodo.org/record/819701/files/finals_2017_06_281.tar.gz,,920470.533868,-40592.108762,,-70349.712049,,,
282,finals_2017_06_282,game_complete,3,1571,1570,cheyenne,2013-08-08,http://dx.doi.org/10.5281/zenodo.819703,https://zenodo.org/record/819703/files/finals_2017_06_282.tar.gz,,,3543584.410663,,-3869213.682825,,,0.000000
283,finals_2017_06_283,game_complete,3,1327,1325,cheyenne,2013-12-21,http://dx.doi.org/10.5281/zenodo.819705,https://zenodo.org/record/819705/files/finals_2017_06_283.tar.gz,,,-46725.481746,,-3535199.845415,,-1493993.999161,
284,finals_2017_06_284,game_complete,3,1410,1409,cheyenne,2013-04-18,http://dx.doi.org/10.5281/zenodo.819707,https://zenodo.org/record/819707/files/finals_2017_06_284.tar.gz,,,-7906.377278,,270376.323198,4019780.051023,,
